GENE:CLSTN1	TISSUE:Cerebellum
GENE:CLTA	TISSUE:Cerebellum
GENE:CLU	TISSUE:Cerebellum
GENE:CLUAP1	TISSUE:Cerebellum
GENE:CLVS2	TISSUE:Cerebellum
GENE:CMAS	TISSUE:Cerebellum
GENE:CMC2	TISSUE:Cerebellum
GENE:CMIP	TISSUE:Cerebellum
GENE:CMSS1	TISSUE:Cerebellum
GENE:CMTM3	TISSUE:Cerebellum
GENE:CNBP	TISSUE:Cerebellum
GENE:CNDP2	TISSUE:Cerebellum
GENE:CNGB1	TISSUE:Cerebellum
GENE:CNKSR2	TISSUE:Cerebellum
GENE:CNN3	TISSUE:Cerebellum
GENE:CNNM2	TISSUE:Cerebellum
GENE:CNNM3	TISSUE:Cerebellum
GENE:CNOT11	TISSUE:Cerebellum
GENE:CNOT2	TISSUE:Cerebellum
GENE:CNRIP1	TISSUE:Cerebellum
GENE:CNTN1	TISSUE:Cerebellum
GENE:COA3	TISSUE:Cerebellum
GENE:COIL	TISSUE:Cerebellum
GENE:COPB2	TISSUE:Cerebellum
GENE:COPRS	TISSUE:Cerebellum
GENE:CORO1C	TISSUE:Cerebellum
GENE:COX15	TISSUE:Cerebellum
GENE:COX19	TISSUE:Cerebellum
GENE:COX20	TISSUE:Cerebellum
GENE:COX4I1	TISSUE:Cerebellum
GENE:COX5A	TISSUE:Cerebellum
GENE:COX6A1	TISSUE:Cerebellum
GENE:COX6C	TISSUE:Cerebellum
GENE:COX7A2L	TISSUE:Cerebellum
GENE:COX7C	TISSUE:Cerebellum
GENE:CPE	TISSUE:Cerebellum
GENE:CPEB2	TISSUE:Cerebellum
GENE:CPEB3	TISSUE:Cerebellum
GENE:CPM	TISSUE:Cerebellum
GENE:CPSF2	TISSUE:Cerebellum
GENE:CPSF4	TISSUE:Cerebellum
GENE:CRCP	TISSUE:Cerebellum
GENE:CREB1	TISSUE:Cerebellum
GENE:CREBBP	TISSUE:Cerebellum
GENE:CRHR1-IT1	TISSUE:Cerebellum
GENE:CRIM1	TISSUE:Cerebellum
GENE:CRKL	TISSUE:Cerebellum
GENE:CRLF3	TISSUE:Cerebellum
GENE:CRNKL1	TISSUE:Cerebellum
GENE:CROCCP2	TISSUE:Cerebellum
GENE:CROT	TISSUE:Cerebellum
GENE:CRYAB	TISSUE:Cerebellum
GENE:CRYM	TISSUE:Cerebellum
GENE:CS	TISSUE:Cerebellum
GENE:CSDE1	TISSUE:Cerebellum
GENE:CSF2RA	TISSUE:Cerebellum
GENE:CSNK1A1	TISSUE:Cerebellum
GENE:CSNK1G2	TISSUE:Cerebellum
GENE:CSNK2B	TISSUE:Cerebellum
GENE:CSRP1	TISSUE:Cerebellum
GENE:CST3	TISSUE:Cerebellum
GENE:CSTB	TISSUE:Cerebellum
GENE:CSTF3	TISSUE:Cerebellum
GENE:CTBP1	TISSUE:Cerebellum
GENE:CTBP2	TISSUE:Cerebellum
GENE:CTDSPL	TISSUE:Cerebellum
GENE:CTGF	TISSUE:Cerebellum
GENE:CTNNA1	TISSUE:Cerebellum
GENE:CTNNB1	TISSUE:Cerebellum
GENE:CTSB	TISSUE:Cerebellum
GENE:CTSL	TISSUE:Cerebellum
GENE:CTTN	TISSUE:Cerebellum
GENE:CUL4A	TISSUE:Cerebellum
GENE:CUTA	TISSUE:Cerebellum
GENE:CUX1	TISSUE:Cerebellum
GENE:CWC15	TISSUE:Cerebellum
GENE:CWC22	TISSUE:Cerebellum
GENE:CXXC1	TISSUE:Cerebellum
GENE:CXXC5	TISSUE:Cerebellum
GENE:CYCS	TISSUE:Cerebellum
GENE:CYCSP52	TISSUE:Cerebellum
GENE:CYFIP2	TISSUE:Cerebellum
GENE:CYLC2	TISSUE:Cerebellum
GENE:CYP2B6	TISSUE:Cerebellum
GENE:CYP4F30P	TISSUE:Cerebellum
GENE:DAAM1	TISSUE:Cerebellum
GENE:DAB2IP	TISSUE:Cerebellum
GENE:DAPP1	TISSUE:Cerebellum
GENE:DAZAP2	TISSUE:Cerebellum
GENE:DBI	TISSUE:Cerebellum
GENE:DCAF11	TISSUE:Cerebellum
GENE:DCAF8	TISSUE:Cerebellum
GENE:DCAKD	TISSUE:Cerebellum
GENE:DCBLD2	TISSUE:Cerebellum
GENE:DCLRE1C	TISSUE:Cerebellum
GENE:DCTN2	TISSUE:Cerebellum
GENE:DCTN5	TISSUE:Cerebellum
GENE:DCTN6	TISSUE:Cerebellum
GENE:DCUN1D5	TISSUE:Cerebellum
GENE:DDB1	TISSUE:Cerebellum
GENE:DDHD1	TISSUE:Cerebellum
GENE:DDIT4	TISSUE:Cerebellum
GENE:DDX1	TISSUE:Cerebellum
GENE:DDX17	TISSUE:Cerebellum
GENE:DDX19A	TISSUE:Cerebellum
GENE:DDX24	TISSUE:Cerebellum
GENE:DDX27	TISSUE:Cerebellum
GENE:DDX3X	TISSUE:Cerebellum
GENE:DDX5	TISSUE:Cerebellum
GENE:DDX51	TISSUE:Cerebellum
GENE:DDX6	TISSUE:Cerebellum
GENE:DECR1	TISSUE:Cerebellum
GENE:DEFB108B	TISSUE:Cerebellum
GENE:DENND4B	TISSUE:Cerebellum
GENE:DENND5A	TISSUE:Cerebellum
GENE:DENR	TISSUE:Cerebellum
GENE:DEXI	TISSUE:Cerebellum
GENE:DGAT2	TISSUE:Cerebellum
GENE:DGCR5	TISSUE:Cerebellum
GENE:DGKD	TISSUE:Cerebellum
GENE:DHDDS	TISSUE:Cerebellum
GENE:DHFR	TISSUE:Cerebellum
GENE:DHFRL1	TISSUE:Cerebellum
GENE:DHRS13	TISSUE:Cerebellum
GENE:DHX9	TISSUE:Cerebellum
GENE:DIABLO	TISSUE:Cerebellum
GENE:DIAPH1	TISSUE:Cerebellum
GENE:DICER1	TISSUE:Cerebellum
GENE:DIMT1	TISSUE:Cerebellum
GENE:DIP2A	TISSUE:Cerebellum
GENE:DIP2B	TISSUE:Cerebellum
GENE:DIRAS2	TISSUE:Cerebellum
GENE:DIS3L	TISSUE:Cerebellum
GENE:DKK3	TISSUE:Cerebellum
GENE:DLEU2	TISSUE:Cerebellum
GENE:DMAP1	TISSUE:Cerebellum
GENE:DMC1	TISSUE:Cerebellum
GENE:DNAJA1	TISSUE:Cerebellum
GENE:DNAJA2	TISSUE:Cerebellum
GENE:DNAJB14	TISSUE:Cerebellum
GENE:DNAJB2	TISSUE:Cerebellum
GENE:DNAJB6	TISSUE:Cerebellum
GENE:DNAJC3-AS1	TISSUE:Cerebellum
GENE:DNER	TISSUE:Cerebellum
GENE:DNM3	TISSUE:Cerebellum
GENE:DOPEY2	TISSUE:Cerebellum
GENE:DPH3P1	TISSUE:Cerebellum
GENE:DPP7	TISSUE:Cerebellum
GENE:DPY19L2P2	TISSUE:Cerebellum
GENE:DPYSL2	TISSUE:Cerebellum
GENE:DPYSL3	TISSUE:Cerebellum
GENE:DROSHA	TISSUE:Cerebellum
GENE:DSCR8	TISSUE:Cerebellum
GENE:DTNA	TISSUE:Cerebellum
GENE:DTWD2	TISSUE:Cerebellum
GENE:DUSP19	TISSUE:Cerebellum
GENE:DUSP26	TISSUE:Cerebellum
GENE:DUSP3	TISSUE:Cerebellum
GENE:DUSP8	TISSUE:Cerebellum
GENE:DYNC1I2	TISSUE:Cerebellum
GENE:DYNC1LI2	TISSUE:Cerebellum
GENE:DYNLL2	TISSUE:Cerebellum
GENE:DYNLRB1	TISSUE:Cerebellum
GENE:DZIP1L	TISSUE:Cerebellum
GENE:EAPP	TISSUE:Cerebellum
GENE:ECE2	TISSUE:Cerebellum
GENE:EDF1	TISSUE:Cerebellum
GENE:EEF1A1	TISSUE:Cerebellum
GENE:EEF1B2	TISSUE:Cerebellum
GENE:EEF1D	TISSUE:Cerebellum
GENE:EEF1G	TISSUE:Cerebellum
GENE:EEF2	TISSUE:Cerebellum
GENE:EEF2K	TISSUE:Cerebellum
GENE:EFR3A	TISSUE:Cerebellum
GENE:EGFEM1P	TISSUE:Cerebellum
GENE:EHD1	TISSUE:Cerebellum
GENE:EID2B	TISSUE:Cerebellum
GENE:EIF1	TISSUE:Cerebellum
GENE:EIF2A	TISSUE:Cerebellum
GENE:EIF2AK4	TISSUE:Cerebellum
GENE:EIF2B5	TISSUE:Cerebellum
GENE:EIF2S3	TISSUE:Cerebellum
GENE:EIF3B	TISSUE:Cerebellum
GENE:EIF3E	TISSUE:Cerebellum
GENE:EIF3F	TISSUE:Cerebellum
GENE:EIF3H	TISSUE:Cerebellum
GENE:EIF3I	TISSUE:Cerebellum
GENE:EIF3L	TISSUE:Cerebellum
GENE:EIF4A2	TISSUE:Cerebellum
GENE:EIF4B	TISSUE:Cerebellum
GENE:EIF4E	TISSUE:Cerebellum
GENE:EIF4EBP2	TISSUE:Cerebellum
GENE:EIF4G2	TISSUE:Cerebellum
GENE:EIF4G3	TISSUE:Cerebellum
GENE:EIF4H	TISSUE:Cerebellum
GENE:ELK1	TISSUE:Cerebellum
GENE:ELK4	TISSUE:Cerebellum
GENE:ELMOD1	TISSUE:Cerebellum
GENE:ELOVL2-AS1	TISSUE:Cerebellum
GENE:EMC4	TISSUE:Cerebellum
GENE:EMX2OS	TISSUE:Cerebellum
GENE:ENHO	TISSUE:Cerebellum
GENE:ENO1	TISSUE:Cerebellum
GENE:ENO2	TISSUE:Cerebellum
GENE:ENTPD3	TISSUE:Cerebellum
GENE:EPB41L2	TISSUE:Cerebellum
GENE:EPB41L4A	TISSUE:Cerebellum
GENE:EPDR1	TISSUE:Cerebellum
GENE:EPHA3	TISSUE:Cerebellum
GENE:EPM2AIP1	TISSUE:Cerebellum
GENE:EPN1	TISSUE:Cerebellum
GENE:EPS15	TISSUE:Cerebellum
GENE:ERAP2	TISSUE:Cerebellum
GENE:ERC1	TISSUE:Cerebellum
GENE:ERGIC1	TISSUE:Cerebellum
GENE:ERP29	TISSUE:Cerebellum
GENE:ESYT2	TISSUE:Cerebellum
GENE:ETF1	TISSUE:Cerebellum
GENE:ETV1	TISSUE:Cerebellum
GENE:EVI5	TISSUE:Cerebellum
GENE:EVL	TISSUE:Cerebellum
GENE:EWSR1	TISSUE:Cerebellum
GENE:EXO5	TISSUE:Cerebellum
GENE:EXOC7	TISSUE:Cerebellum
GENE:EXOG	TISSUE:Cerebellum
GENE:F11R	TISSUE:Cerebellum
GENE:F2R	TISSUE:Cerebellum
GENE:FAHD2B	TISSUE:Cerebellum
GENE:FAIM2	TISSUE:Cerebellum
GENE:FAM103A1	TISSUE:Cerebellum
GENE:FAM107A	TISSUE:Cerebellum
GENE:FAM120A	TISSUE:Cerebellum
GENE:FAM126B	TISSUE:Cerebellum
GENE:FAM131A	TISSUE:Cerebellum
GENE:FAM133B	TISSUE:Cerebellum
GENE:FAM13B	TISSUE:Cerebellum
